StudentID,Year,GradeLevel,Semester,Term,Subject,SubjectType,ClassName,ItemType,ItemNumber,PossiblePoints,Score,DueDate,SubmittedDate,PretestScore,HomeworkCompletion,Participation,AssignmentAvg,TestScore,Attendance,StudyHours,ParentalSupport,SleepHours,ReadingHours,BehaviorScore,WeightedGPA_Elementary,WeightedGPA_HighSchool
STU0054,2025,6,Spring,Spring,Science,Core,Earth Science,Test,3,100,72,2025-09-21,2025-09-21,75,85,1,83,53,71,6,1,8,0,1,3.02,3.3
STU0055,2024,4,Spring,Spring,History,Elective,World History,Pretest,1,100,95,2025-09-17,2025-09-17,53,95,3,83,69,84,2,1,5,1,2,3.97,3.89
STU0055,2024,4,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,87,2025-09-19,2025-09-19,42,78,8,78,49,84,2,1,5,1,2,3.97,3.89
STU0055,2024,4,Spring,Spring,Reading,Core,English Lit,Test,3,100,76,2025-09-21,2025-09-21,59,82,9,40,71,84,2,1,5,1,2,3.97,3.89
STU0056,2025,6,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,84,2025-09-17,2025-09-17,78,100,3,90,94,87,7,3,5,2,1,3.65,4.36
STU0056,2025,6,Fall,Fall,History,Elective,World History,Assignment,2,50,59,2025-09-19,2025-09-19,84,50,10,74,92,87,7,3,5,2,1,3.65,4.36
STU0056,2025,6,Fall,Fall,History,Elective,World History,Test,3,100,72,2025-09-21,2025-09-21,65,67,7,75,49,87,7,3,5,2,1,3.65,4.36
STU0057,2025,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,77,2025-09-17,2025-09-17,40,50,6,63,66,80,2,5,6,5,7,2.78,3.19
STU0057,2025,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,96,2025-09-19,2025-09-19,53,63,4,51,91,80,2,5,6,5,7,2.78,3.19
STU0057,2025,6,Fall,Fall,Science,Core,Earth Science,Test,3,100,86,2025-09-21,2025-09-21,46,56,6,98,41,80,2,5,6,5,7,2.78,3.19
STU0058,2025,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,51,2025-09-17,2025-09-17,65,63,10,54,42,95,4,3,9,3,5,3.82,3.84
STU0058,2025,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,41,2025-09-19,2025-09-19,66,88,4,59,99,95,4,3,9,3,5,3.82,3.84
STU0058,2025,6,Fall,Fall,Math,Core,Algebra I,Test,3,100,80,2025-09-21,2025-09-21,62,97,1,62,48,95,4,3,9,3,5,3.82,3.84
STU0059,2023,5,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,49,2025-09-17,2025-09-17,77,91,1,42,94,95,3,3,7,4,10,3.01,4.11
STU0059,2023,5,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,85,2025-09-19,2025-09-19,43,74,2,85,75,95,3,3,7,4,10,3.01,4.11
STU0059,2023,5,Spring,Spring,Math,Core,Algebra I,Test,3,100,83,2025-09-21,2025-09-21,92,52,7,93,72,95,3,3,7,4,10,3.01,4.11
STU0060,2023,6,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,97,2025-09-17,2025-09-17,65,87,2,84,49,70,6,4,5,4,1,3.96,4.24
STU0060,2023,6,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,67,2025-09-19,2025-09-19,81,91,5,87,55,70,6,4,5,4,1,3.96,4.24
STU0060,2023,6,Fall,Fall,Science,Core,Earth Science,Test,3,100,52,2025-09-21,2025-09-21,68,66,1,80,64,70,6,4,5,4,1,3.96,4.24
STU0061,2025,5,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,86,2025-09-17,2025-09-17,84,84,1,65,94,96,7,2,5,4,2,3.54,3.29
STU0061,2025,5,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,71,2025-09-19,2025-09-19,54,85,1,73,57,96,7,2,5,4,2,3.54,3.29
STU0061,2025,5,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,74,2025-09-21,2025-09-21,89,84,6,54,49,96,7,2,5,4,2,3.54,3.29
STU0062,2024,6,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,79,2025-09-17,2025-09-17,41,74,5,62,80,84,2,2,7,2,2,3.67,4.05
STU0062,2024,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,41,2025-09-19,2025-09-19,78,71,8,45,86,84,2,2,7,2,2,3.67,4.05
STU0062,2024,6,Spring,Spring,Science,Core,Earth Science,Test,3,100,57,2025-09-21,2025-09-21,79,56,5,65,51,84,2,2,7,2,2,3.67,4.05
STU0063,2023,4,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,61,2025-09-17,2025-09-17,49,83,5,86,82,89,5,2,7,1,2,3.85,3.47
STU0063,2023,4,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,96,2025-09-19,2025-09-19,94,81,8,51,59,89,5,2,7,1,2,3.85,3.47
STU0063,2023,4,Spring,Spring,History,Elective,World History,Test,3,100,59,2025-09-21,2025-09-21,63,83,7,58,89,89,5,2,7,1,2,3.85,3.47
STU0064,2025,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,49,2025-09-17,2025-09-17,41,92,7,75,57,94,3,4,9,3,9,3.14,3.17
STU0064,2025,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,80,2025-09-19,2025-09-19,65,61,2,50,49,94,3,4,9,3,9,3.14,3.17
STU0064,2025,4,Fall,Fall,History,Elective,World History,Test,3,100,92,2025-09-21,2025-09-21,83,58,6,78,51,94,3,4,9,3,9,3.14,3.17
STU0065,2024,6,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,79,2025-09-17,2025-09-17,78,80,3,70,95,77,1,4,9,0,7,3.73,3.55
STU0065,2024,6,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,69,2025-09-19,2025-09-19,63,54,9,48,81,77,1,4,9,0,7,3.73,3.55
STU0065,2024,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,70,2025-09-21,2025-09-21,51,68,4,45,47,77,1,4,9,0,7,3.73,3.55
STU0066,2024,5,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,52,2025-09-17,2025-09-17,54,82,4,81,93,76,5,5,6,1,4,3.1,4.0
STU0066,2024,5,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,59,2025-09-19,2025-09-19,75,91,5,66,70,76,5,5,6,1,4,3.1,4.0
STU0066,2024,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,88,2025-09-21,2025-09-21,50,84,4,61,61,76,5,5,6,1,4,3.1,4.0
STU0067,2024,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,78,2025-09-17,2025-09-17,53,55,5,76,96,88,6,3,5,4,1,3.59,3.25
STU0067,2024,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,89,2025-09-19,2025-09-19,59,54,9,40,96,88,6,3,5,4,1,3.59,3.25
STU0067,2024,6,Fall,Fall,History,Elective,World History,Test,3,100,47,2025-09-21,2025-09-21,77,77,5,92,60,88,6,3,5,4,1,3.59,3.25
STU0068,2025,6,Fall,Fall,History,Elective,World History,Pretest,1,100,47,2025-09-17,2025-09-17,83,94,5,95,43,79,4,2,8,5,5,3.34,4.45
STU0068,2025,6,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,45,2025-09-19,2025-09-19,41,91,1,83,99,79,4,2,8,5,5,3.34,4.45
STU0068,2025,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,60,2025-09-21,2025-09-21,72,96,1,64,54,79,4,2,8,5,5,3.34,4.45
STU0069,2025,4,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,63,2025-09-17,2025-09-17,44,93,10,92,57,94,5,4,7,3,6,3.15,3.77
STU0069,2025,4,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,86,2025-09-19,2025-09-19,74,99,3,55,48,94,5,4,7,3,6,3.15,3.77
STU0069,2025,4,Fall,Fall,Reading,Core,English Lit,Test,3,100,48,2025-09-21,2025-09-21,69,89,2,91,91,94,5,4,7,3,6,3.15,3.77
STU0070,2024,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,55,2025-09-17,2025-09-17,73,91,5,86,82,77,5,3,7,0,8,2.76,3.78
STU0070,2024,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,98,2025-09-19,2025-09-19,84,55,1,87,89,77,5,3,7,0,8,2.76,3.78
STU0070,2024,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,42,2025-09-21,2025-09-21,65,71,3,73,48,77,5,3,7,0,8,2.76,3.78
STU0071,2025,5,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,41,2025-09-17,2025-09-17,75,74,6,51,81,74,6,1,5,3,10,2.63,4.45
STU0071,2025,5,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,59,2025-09-19,2025-09-19,84,73,1,55,70,74,6,1,5,3,10,2.63,4.45
STU0071,2025,5,Spring,Spring,History,Elective,World History,Test,3,100,69,2025-09-21,2025-09-21,81,51,1,49,51,74,6,1,5,3,10,2.63,4.45
STU0072,2023,4,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,99,2025-09-17,2025-09-17,78,66,7,99,49,71,7,1,6,3,5,2.51,4.02
STU0072,2023,4,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,75,2025-09-19,2025-09-19,70,57,4,54,80,71,7,1,6,3,5,2.51,4.02
STU0072,2023,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,42,2025-09-21,2025-09-21,88,51,8,99,64,71,7,1,6,3,5,2.51,4.02
STU0073,2024,5,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,78,2025-09-17,2025-09-17,59,71,8,97,95,94,7,1,7,3,2,3.85,4.12
STU0073,2024,5,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,65,2025-09-19,2025-09-19,76,61,4,70,95,94,7,1,7,3,2,3.85,4.12
STU0073,2024,5,Spring,Spring,Reading,Core,English Lit,Test,3,100,94,2025-09-21,2025-09-21,94,92,4,86,70,94,7,1,7,3,2,3.85,4.12
STU0074,2023,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,85,2025-09-17,2025-09-17,83,87,8,96,98,94,3,4,6,2,5,3.34,4.34
STU0074,2023,4,Fall,Fall,History,Elective,World History,Assignment,2,50,97,2025-09-19,2025-09-19,58,89,8,85,60,94,3,4,6,2,5,3.34,4.34
STU0074,2023,4,Fall,Fall,Reading,Core,English Lit,Test,3,100,98,2025-09-21,2025-09-21,41,66,7,79,90,94,3,4,6,2,5,3.34,4.34
STU0075,2024,6,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,56,2025-09-17,2025-09-17,53,73,2,75,53,87,6,2,8,2,5,3.57,4.26
STU0075,2024,6,Fall,Fall,History,Elective,World History,Assignment,2,50,85,2025-09-19,2025-09-19,58,84,6,85,90,87,6,2,8,2,5,3.57,4.26
STU0075,2024,6,Fall,Fall,Science,Core,Earth Science,Test,3,100,73,2025-09-21,2025-09-21,78,74,9,69,68,87,6,2,8,2,5,3.57,4.26
STU0076,2024,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,99,2025-09-17,2025-09-17,53,68,2,82,65,94,4,5,9,5,4,3.9,3.7
STU0076,2024,6,Fall,Fall,History,Elective,World History,Assignment,2,50,95,2025-09-19,2025-09-19,65,51,1,94,43,94,4,5,9,5,4,3.9,3.7
STU0076,2024,6,Fall,Fall,Math,Core,Algebra I,Test,3,100,75,2025-09-21,2025-09-21,40,58,6,60,67,94,4,5,9,5,4,3.9,3.7
STU0077,2025,6,Fall,Fall,History,Elective,World History,Pretest,1,100,70,2025-09-17,2025-09-17,82,95,6,65,66,86,7,2,5,4,5,2.6,3.02
STU0077,2025,6,Fall,Fall,History,Elective,World History,Assignment,2,50,63,2025-09-19,2025-09-19,79,50,3,41,44,86,7,2,5,4,5,2.6,3.02
STU0077,2025,6,Fall,Fall,Science,Core,Earth Science,Test,3,100,43,2025-09-21,2025-09-21,57,91,4,59,74,86,7,2,5,4,5,2.6,3.02
STU0078,2024,5,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,99,2025-09-17,2025-09-17,58,75,10,48,82,74,2,4,8,2,2,3.82,3.52
STU0078,2024,5,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,63,2025-09-19,2025-09-19,60,97,1,56,41,74,2,4,8,2,2,3.82,3.52
STU0078,2024,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,74,2025-09-21,2025-09-21,86,94,9,59,60,74,2,4,8,2,2,3.82,3.52
STU0079,2024,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,79,2025-09-17,2025-09-17,54,63,4,52,49,96,4,5,5,4,10,3.58,3.35
STU0079,2024,5,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,74,2025-09-19,2025-09-19,42,86,2,77,79,96,4,5,5,4,10,3.58,3.35
STU0079,2024,5,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,76,2025-09-21,2025-09-21,80,64,1,64,80,96,4,5,5,4,10,3.58,3.35
STU0080,2025,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,53,2025-09-17,2025-09-17,54,77,10,86,78,75,6,5,5,4,9,3.13,3.11
STU0080,2025,6,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,81,2025-09-19,2025-09-19,40,57,6,51,82,75,6,5,5,4,9,3.13,3.11
STU0080,2025,6,Fall,Fall,History,Elective,World History,Test,3,100,65,2025-09-21,2025-09-21,61,86,9,67,70,75,6,5,5,4,9,3.13,3.11
STU0081,2023,4,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,78,2025-09-17,2025-09-17,88,88,2,71,83,85,6,2,5,2,7,3.88,4.12
STU0081,2023,4,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,69,2025-09-19,2025-09-19,69,84,6,85,89,85,6,2,5,2,7,3.88,4.12
STU0081,2023,4,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,90,2025-09-21,2025-09-21,57,72,8,86,43,85,6,2,5,2,7,3.88,4.12
STU0082,2024,5,Spring,Spring,History,Elective,World History,Pretest,1,100,52,2025-09-17,2025-09-17,75,52,4,62,52,91,4,4,5,1,2,3.16,3.89
STU0082,2024,5,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,45,2025-09-19,2025-09-19,41,99,6,83,65,91,4,4,5,1,2,3.16,3.89
STU0082,2024,5,Spring,Spring,History,Elective,World History,Test,3,100,99,2025-09-21,2025-09-21,56,59,10,81,54,91,4,4,5,1,2,3.16,3.89
STU0083,2024,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,66,2025-09-17,2025-09-17,94,66,10,71,77,98,1,3,6,1,9,3.97,3.49
STU0083,2024,4,Fall,Fall,History,Elective,World History,Assignment,2,50,81,2025-09-19,2025-09-19,45,64,1,55,44,98,1,3,6,1,9,3.97,3.49
STU0083,2024,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,43,2025-09-21,2025-09-21,41,56,8,97,45,98,1,3,6,1,9,3.97,3.49
STU0084,2025,5,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,95,2025-09-17,2025-09-17,58,61,9,58,91,86,3,4,8,2,3,3.77,3.57
STU0084,2025,5,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,67,2025-09-19,2025-09-19,82,88,1,46,98,86,3,4,8,2,3,3.77,3.57
STU0084,2025,5,Fall,Fall,Math,Core,Algebra I,Test,3,100,67,2025-09-21,2025-09-21,49,51,7,80,52,86,3,4,8,2,3,3.77,3.57
STU0085,2023,4,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,53,2025-09-17,2025-09-17,62,51,10,66,84,82,1,5,7,5,5,2.74,4.2
STU0085,2023,4,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,60,2025-09-19,2025-09-19,80,55,6,96,63,82,1,5,7,5,5,2.74,4.2
STU0085,2023,4,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,62,2025-09-21,2025-09-21,84,63,7,97,94,82,1,5,7,5,5,2.74,4.2
STU0086,2023,6,Spring,Spring,History,Elective,World History,Pretest,1,100,70,2025-09-17,2025-09-17,77,68,8,55,65,87,3,5,9,4,2,3.13,4.23
STU0086,2023,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,99,2025-09-19,2025-09-19,65,58,10,96,98,87,3,5,9,4,2,3.13,4.23
STU0086,2023,6,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,43,2025-09-21,2025-09-21,40,83,9,55,81,87,3,5,9,4,2,3.13,4.23
STU0087,2023,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,94,2025-09-17,2025-09-17,77,58,4,58,81,97,2,5,9,1,8,3.7,3.89
STU0087,2023,6,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,80,2025-09-19,2025-09-19,67,52,2,73,54,97,2,5,9,1,8,3.7,3.89
STU0087,2023,6,Fall,Fall,Science,Core,Earth Science,Test,3,100,87,2025-09-21,2025-09-21,90,51,6,48,68,97,2,5,9,1,8,3.7,3.89
STU0088,2024,4,Fall,Fall,History,Elective,World History,Pretest,1,100,74,2025-09-17,2025-09-17,44,63,8,93,46,80,6,3,7,2,4,2.57,3.26
STU0088,2024,4,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,78,2025-09-19,2025-09-19,90,82,3,46,75,80,6,3,7,2,4,2.57,3.26
STU0088,2024,4,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,76,2025-09-21,2025-09-21,60,59,4,55,49,80,6,3,7,2,4,2.57,3.26
STU0089,2024,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,83,2025-09-17,2025-09-17,40,80,10,53,79,79,6,3,5,3,5,3.23,3.6
STU0089,2024,6,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,67,2025-09-19,2025-09-19,90,99,5,90,47,79,6,3,5,3,5,3.23,3.6
STU0089,2024,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,68,2025-09-21,2025-09-21,52,76,9,96,98,79,6,3,5,3,5,3.23,3.6
STU0090,2025,4,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,51,2025-09-17,2025-09-17,44,86,1,56,95,88,2,5,6,1,5,3.95,3.29
STU0090,2025,4,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,51,2025-09-19,2025-09-19,81,94,5,97,88,88,2,5,6,1,5,3.95,3.29
STU0090,2025,4,Spring,Spring,Science,Core,Earth Science,Test,3,100,51,2025-09-21,2025-09-21,76,82,6,75,67,88,2,5,6,1,5,3.95,3.29
STU0091,2025,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,73,2025-09-17,2025-09-17,60,80,6,94,60,80,1,1,5,3,4,2.56,3.42
STU0091,2025,5,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,46,2025-09-19,2025-09-19,76,50,6,77,84,80,1,1,5,3,4,2.56,3.42
STU0091,2025,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,68,2025-09-21,2025-09-21,82,69,4,83,41,80,1,1,5,3,4,2.56,3.42
STU0092,2024,4,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,92,2025-09-17,2025-09-17,62,76,8,93,41,89,5,4,7,5,6,3.56,3.85
STU0092,2024,4,Spring,Spring,History,Elective,World History,Assignment,2,50,79,2025-09-19,2025-09-19,69,72,4,88,45,89,5,4,7,5,6,3.56,3.85
STU0092,2024,4,Spring,Spring,History,Elective,World History,Test,3,100,95,2025-09-21,2025-09-21,55,86,7,87,97,89,5,4,7,5,6,3.56,3.85
STU0093,2024,5,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,40,2025-09-17,2025-09-17,56,98,9,59,87,72,3,2,7,0,5,3.91,3.63
STU0093,2024,5,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,73,2025-09-19,2025-09-19,93,82,4,82,71,72,3,2,7,0,5,3.91,3.63
STU0093,2024,5,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,94,2025-09-21,2025-09-21,59,62,2,71,54,72,3,2,7,0,5,3.91,3.63
STU0094,2025,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,57,2025-09-17,2025-09-17,67,78,7,81,79,78,7,5,8,0,9,3.22,3.93
STU0094,2025,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,43,2025-09-19,2025-09-19,55,94,10,56,41,78,7,5,8,0,9,3.22,3.93
STU0094,2025,4,Fall,Fall,History,Elective,World History,Test,3,100,80,2025-09-21,2025-09-21,69,65,4,47,41,78,7,5,8,0,9,3.22,3.93
STU0095,2024,6,Spring,Spring,History,Elective,World History,Pretest,1,100,62,2025-09-17,2025-09-17,89,74,2,75,92,70,5,2,5,4,3,2.6,4.16
STU0095,2024,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,64,2025-09-19,2025-09-19,86,96,7,79,63,70,5,2,5,4,3,2.6,4.16
STU0095,2024,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,47,2025-09-21,2025-09-21,54,86,2,66,90,70,5,2,5,4,3,2.6,4.16
STU0096,2025,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,57,2025-09-17,2025-09-17,66,75,7,79,83,86,7,3,5,5,8,3.17,3.16
STU0096,2025,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,81,2025-09-19,2025-09-19,84,72,4,42,91,86,7,3,5,5,8,3.17,3.16
STU0096,2025,6,Fall,Fall,Math,Core,Algebra I,Test,3,100,76,2025-09-21,2025-09-21,49,84,7,49,49,86,7,3,5,5,8,3.17,3.16
STU0097,2024,4,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,79,2025-09-17,2025-09-17,57,51,4,58,76,86,3,3,7,4,2,2.51,3.13
STU0097,2024,4,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,88,2025-09-19,2025-09-19,85,84,10,90,95,86,3,3,7,4,2,2.51,3.13
STU0097,2024,4,Spring,Spring,Math,Core,Algebra I,Test,3,100,78,2025-09-21,2025-09-21,66,62,8,99,70,86,3,3,7,4,2,2.51,3.13
STU0098,2024,5,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,78,2025-09-17,2025-09-17,77,76,7,89,52,70,6,3,9,3,9,3.89,3.34
STU0098,2024,5,Spring,Spring,History,Elective,World History,Assignment,2,50,84,2025-09-19,2025-09-19,65,82,4,59,84,70,6,3,9,3,9,3.89,3.34
STU0098,2024,5,Spring,Spring,History,Elective,World History,Test,3,100,84,2025-09-21,2025-09-21,42,90,8,84,91,70,6,3,9,3,9,3.89,3.34
STU0099,2023,6,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,43,2025-09-17,2025-09-17,94,96,1,47,99,76,2,1,5,5,4,3.62,3.08
STU0099,2023,6,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,62,2025-09-19,2025-09-19,41,84,2,57,61,76,2,1,5,5,4,3.62,3.08
STU0099,2023,6,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,48,2025-09-21,2025-09-21,60,89,9,88,43,76,2,1,5,5,4,3.62,3.08
STU0100,2023,5,Spring,Spring,History,Elective,World History,Pretest,1,100,61,2025-09-17,2025-09-17,53,54,10,56,96,96,7,3,5,3,2,2.74,3.5
STU0100,2023,5,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,90,2025-09-19,2025-09-19,88,57,2,60,93,96,7,3,5,3,2,2.74,3.5
STU0100,2023,5,Spring,Spring,Reading,Core,English Lit,Test,3,100,66,2025-09-21,2025-09-21,50,95,2,89,88,96,7,3,5,3,2,2.74,3.5
STU0101,2024,4,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,50,2025-09-17,2025-09-17,62,70,3,75,86,72,5,2,6,3,9,3.53,3.78
STU0101,2024,4,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,66,2025-09-19,2025-09-19,88,68,3,86,84,72,5,2,6,3,9,3.53,3.78
STU0101,2024,4,Spring,Spring,Reading,Core,English Lit,Test,3,100,65,2025-09-21,2025-09-21,44,64,10,47,69,72,5,2,6,3,9,3.53,3.78
STU0102,2025,6,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,87,2025-09-17,2025-09-17,82,61,5,85,50,70,7,4,7,5,3,2.73,3.39
STU0102,2025,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,93,2025-09-19,2025-09-19,94,52,7,48,56,70,7,4,7,5,3,2.73,3.39
STU0102,2025,6,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,70,2025-09-21,2025-09-21,87,99,3,48,57,70,7,4,7,5,3,2.73,3.39
STU0103,2024,4,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,80,2025-09-17,2025-09-17,45,71,4,55,46,91,2,5,5,1,6,2.91,3.83
STU0103,2024,4,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,91,2025-09-19,2025-09-19,59,66,6,98,41,91,2,5,5,1,6,2.91,3.83
STU0103,2024,4,Spring,Spring,History,Elective,World History,Test,3,100,45,2025-09-21,2025-09-21,46,63,6,49,59,91,2,5,5,1,6,2.91,3.83
STU0104,2025,5,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,86,2025-09-17,2025-09-17,49,76,10,95,74,89,7,4,8,1,3,2.61,3.24
STU0104,2025,5,Spring,Spring,History,Elective,World History,Assignment,2,50,50,2025-09-19,2025-09-19,70,100,5,45,65,89,7,4,8,1,3,2.61,3.24
STU0104,2025,5,Spring,Spring,Science,Core,Earth Science,Test,3,100,61,2025-09-21,2025-09-21,93,81,3,50,87,89,7,4,8,1,3,2.61,3.24
STU0105,2025,6,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,97,2025-09-17,2025-09-17,50,84,10,68,44,80,7,3,9,1,1,3.19,3.43
STU0105,2025,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,74,2025-09-19,2025-09-19,70,79,4,75,54,80,7,3,9,1,1,3.19,3.43
STU0105,2025,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,64,2025-09-21,2025-09-21,44,51,2,98,73,80,7,3,9,1,1,3.19,3.43
STU0106,2023,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,94,2025-09-17,2025-09-17,87,64,8,54,97,76,7,1,8,2,7,2.55,3.46
STU0106,2023,4,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,73,2025-09-19,2025-09-19,80,71,4,62,97,76,7,1,8,2,7,2.55,3.46
STU0106,2023,4,Fall,Fall,Science,Core,Earth Science,Test,3,100,48,2025-09-21,2025-09-21,76,73,9,77,66,76,7,1,8,2,7,2.55,3.46
STU0107,2023,6,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,67,2025-09-17,2025-09-17,42,79,4,70,74,72,6,1,5,0,10,2.53,3.07
STU0107,2023,6,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,70,2025-09-19,2025-09-19,92,99,1,83,72,72,6,1,5,0,10,2.53,3.07
STU0107,2023,6,Spring,Spring,Math,Core,Algebra I,Test,3,100,43,2025-09-21,2025-09-21,48,58,8,53,56,72,6,1,5,0,10,2.53,3.07
STU0108,2024,6,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,62,2025-09-17,2025-09-17,78,93,6,66,98,92,5,5,6,4,4,3.05,3.07
STU0108,2024,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,47,2025-09-19,2025-09-19,90,65,2,76,58,92,5,5,6,4,4,3.05,3.07
STU0108,2024,6,Fall,Fall,Math,Core,Algebra I,Test,3,100,80,2025-09-21,2025-09-21,89,70,9,43,93,92,5,5,6,4,4,3.05,3.07
STU0109,2024,6,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,75,2025-09-17,2025-09-17,60,93,5,82,49,91,6,4,7,0,1,3.28,3.9
